22,11,9,8,7,6,4,3,2,10,0,1,2,3,6,7,12,17,16,15,14,13,13,14,15,13,11,10,9,8,8,9,10,11,12,13,14,8,8,1,4,12,7,12,8,10,11,9,13,18,13,20,21,13,20,19,18,17,16,15,14,14,14,14,15,16,17,18,22,23,24,19,5,2,3,4,5,4,3,3,4,5,6,6,5,6,7,8,9,10,11,12,13,14,15,16,17,4,4,5,6,7,7,13,14,15,16,14,15,16,17,18,19,9,9,10,11,10,11,12,13,14,15,17,18,18,19,20,17,16,15,14,13,23,21,22,24,25,26,9,19,15,16,16
23,12,10,9,8,7,5,4,3,11,1,0,1,2,5,6,13,16,15,14,13,12,12,13,14,12,10,9,8,7,7,8,9,10,11,12,13,9,9,2,3,11,8,11,7,9,10,8,12,17,14,21,22,14,21,20,19,18,17,16,15,15,15,15,16,17,18,19,23,24,25,20,6,3,4,5,4,3,2,2,3,4,5,7,6,7,8,9,10,11,12,13,14,15,16,17,18,3,3,4,5,6,8,14,15,16,17,13,14,15,16,17,18,10,10,11,12,11,12,13,14,15,16,18,19,19,20,21,18,17,16,15,14,24,22,23,25,26,27,10,19,14,15,17
24,13,11,10,9,8,6,5,4,12,2,1,0,1,4,5,14,15,14,13,12,11,11,12,13,11,9,8,7,6,6,7,8,9,10,11,12,10,10,3,2,10,9,10,6,8,9,7,11,16,15,22,23,15,22,21,20,19,18,17,16,16,16,16,17,18,19,20,24,25,26,21,7,4,5,6,3,2,1,1,2,3,4,8,7,8,9,10,11,12,13,14,15,16,17,18,19,2,2,3,4,5,9,15,16,17,18,12,13,14,15,16,17,11,11,12,13,12,13,14,15,16,17,19,20,19,21,22,19,18,17,16,15,25,23,24,26,27,28,11,18,13,14,18
25,14,12,11,10,9,7,6,5,13,3,2,1,0,3,4,15,14,13,12,11,10,10,11,12,10,8,7,6,5,5,6,7,8,9,10,11,11,11,4,1,9,10,9,5,7,8,6,10,15,16,23,24,16,23,22,21,20,19,18,17,17,17,17,18,19,20,21,25,26,27,22,8,5,6,7,2,3,2,2,3,4,5,9,8,9,10,11,12,13,14,15,16,17,18,19,20,1,1,2,3,4,10,16,17,18,19,11,12,13,14,15,16,12,12,13,14,13,14,15,16,17,18,20,21,18,22,23,19,19,18,17,16,26,24,25,27,28,29,12,17,12,13,19
27,17,15,14,13,12,10,9,8,16,6,5,4,3,0,1,18,11,10,9,8,7,7,8,9,7,5,4,3,2,2,3,4,5,6,7,8,14,14,7,2,6,13,6,2,4,5,3,7,12,19,26,27,19,26,25,24,23,22,21,20,20,20,20,21,22,23,24,28,29,30,25,11,8,9,10,1,6,5,5,6,7,8,12,11,12,13,14,15,16,17,18,19,20,21,22,23,3,3,4,5,6,13,19,20,21,22,8,9,10,11,12,13,15,15,16,17,16,17,18,19,20,21,23,24,15,25,26,16,17,18,19,19,29,27,28,30,31,32,15,14,9,10,22
28,18,16,15,14,13,11,10,9,17,7,6,5,4,1,0,19,10,9,8,7,6,6,7,8,6,4,3,2,1,1,2,3,4,5,6,7,15,15,8,3,5,14,5,1,3,4,2,6,11,20,27,28,20,27,26,25,24,23,22,21,21,21,21,22,23,24,25,29,30,31,26,12,9,10,11,2,7,6,6,7,8,9,13,12,13,14,15,16,17,18,19,20,21,22,23,24,4,4,5,6,7,14,20,21,22,23,7,8,9,10,11,12,16,16,17,18,17,18,19,20,21,22,24,25,14,26,27,15,16,17,18,19,30,28,29,31,32,33,16,13,8,9,23
47,1,3,4,5,6,8,9,10,2,12,13,14,15,18,19,0,19,18,17,16,15,15,16,17,25,23,22,21,20,20,21,22,23,24,25,26,6,4,11,16,24,5,15,19,17,16,18,14,20,1,8,9,1,8,7,6,5,4,3,2,2,2,2,3,4,5,6,10,11,12,7,15,12,13,14,17,16,15,15,16,17,18,6,7,8,9,10,11,12,13,14,15,16,17,18,19,16,16,17,18,19,6,1,2,3,4,13,12,11,10,9,8,4,4,5,6,3,4,5,6,7,8,10,11,6,12,13,5,4,3,2,1,16,14,15,17,18,19,3,7,27,28,9
48,20,22,23,24,23,21,20,19,21,17,16,15,14,11,10,19,0,1,2,3,4,5,6,7,15,13,12,11,10,10,11,12,13,14,15,16,25,23,18,13,14,24,5,9,7,6,8,5,1,19,26,27,19,26,25,24,23,22,21,20,20,20,20,21,22,23,24,28,29,30,25,22,19,20,21,12,17,16,16,17,18,19,23,22,23,24,25,26,27,28,29,30,31,32,33,34,14,14,15,16,17,24,19,20,21,22,6,7,8,9,10,11,23,23,24,25,22,23,24,25,26,27,29,30,13,31,32,14,15,16,17,18,35,33,34,36,37,38,22,12,17,18,28
49,19,21,22,23,22,20,19,18,20,16,15,14,13,10,9,18,1,0,1,2,3,4,5,6,14,12,11,10,9,9,10,11,12,13,14,15,24,22,17,12,13,23,4,8,6,5,7,4,2,18,25,26,18,25,24,23,22,21,20,19,19,19,19,20,21,22,23,27,28,29,24,21,18,19,20,11,16,15,15,16,17,18,22,21,22,23,24,25,26,27,28,29,30,31,32,33,13,13,14,15,16,23,18,19,20,21,5,6,7,8,9,10,22,22,23,24,21,22,23,24,25,26,28,29,12,30,31,13,14,15,16,17,34,32,33,35,36,37,21,11,16,17,27
50,18,20,21,22,21,19,18,17,19,15,14,13,12,9,8,17,2,1,0,1,2,3,4,5,13,11,10,9,8,8,9,10,11,12,13,14,23,21,16,11,12,22,3,7,5,4,6,3,3,17,24,25,17,24,23,22,21,20,19,18,18,18,18,19,20,21,22,26,27,28,23,20,17,18,19,10,15,14,14,15,16,17,21,20,21,22,23,24,25,26,27,28,29,30,31,32,12,12,13,14,15,22,17,18,19,20,4,5,6,7,8,9,21,21,22,23,20,21,22,23,24,25,27,28,11,29,30,12,13,14,15,16,33,31,32,34,35,36,20,10,15,16,26
51,17,19,20,21,20,18,17,16,18,14,13,12,11,8,7,16,3,2,1,0,1,2,3,4,12,10,9,8,7,7,8,9,10,11,12,13,22,20,15,10,11,21,2,6,4,3,5,2,4,16,23,24,16,23,22,21,20,19,18,17,17,17,17,18,19,20,21,25,26,27,22,19,16,17,18,9,14,13,13,14,15,16,20,19,20,21,22,23,24,25,26,27,28,29,30,31,11,11,12,13,14,21,16,17,18,19,3,4,5,6,7,8,20,20,21,22,19,20,21,22,23,24,26,27,10,28,29,11,12,13,14,15,32,30,31,33,34,35,19,9,14,15,25
52,16,18,19,20,19,17,16,15,17,13,12,11,10,7,6,15,4,3,2,1,0,1,2,3,11,9,8,7,6,6,7,8,9,10,11,12,21,19,14,9,10,20,1,5,3,2,4,1,5,15,22,23,15,22,21,20,19,18,17,16,16,16,16,17,18,19,20,24,25,26,21,18,15,16,17,8,13,12,12,13,14,15,19,18,19,20,21,22,23,24,25,26,27,28,29,30,10,10,11,12,13,20,15,16,17,18,2,3,4,5,6,7,19,19,20,21,18,19,20,21,22,23,25,26,9,27,28,10,11,12,13,14,31,29,30,32,33,34,18,8,13,14,24
53,16,18,19,20,19,17,16,15,17,13,12,11,10,7,6,15,5,4,3,2,1,0,1,2,11,9,8,7,6,6,7,8,9,10,11,12,21,19,14,9,10,20,1,5,3,2,4,1,6,15,22,23,15,22,21,20,19,18,17,16,16,16,16,17,18,19,20,24,25,26,21,18,15,16,17,8,13,12,12,13,14,15,19,18,19,20,21,22,23,24,25,26,27,28,29,30,10,10,11,12,13,20,15,16,17,18,2,3,4,5,6,7,19,19,20,21,18,19,20,21,22,23,25,26,9,27,28,10,11,12,13,14,31,29,30,32,33,34,18,8,13,14,24
54,17,19,20,21,20,18,17,16,18,14,13,12,11,8,7,16,6,5,4,3,2,1,0,1,12,10,9,8,7,7,8,9,10,11,12,13,22,20,15,10,11,21,2,6,4,3,5,2,7,16,23,24,16,23,22,21,20,19,18,17,17,17,17,18,19,20,21,25,26,27,22,19,16,17,18,9,14,13,13,14,15,16,20,19,20,21,22,23,24,25,26,27,28,29,30,31,11,11,12,13,14,21,16,17,18,19,3,4,5,6,7,8,20,20,21,22,19,20,21,22,23,24,26,27,10,28,29,11,12,13,14,15,32,30,31,33,34,35,19,9,14,15,25
55,18,20,21,22,21,19,18,17,19,15,14,13,12,9,8,17,7,6,5,4,3,2,1,0,13,11,10,9,8,8,9,10,11,12,13,14,23,21,16,11,12,22,3,7,5,4,6,3,8,17,24,25,17,24,23,22,21,20,19,18,18,18,18,19,20,21,22,26,27,28,23,20,17,18,19,10,15,14,14,15,16,17,21,20,21,22,23,24,25,26,27,28,29,30,31,32,12,12,13,14,15,22,17,18,19,20,4,5,6,7,8,9,21,21,22,23,20,21,22,23,24,25,27,28,11,29,30,12,13,14,15,16,33,31,32,34,35,36,20,10,15,16,26
56,24,22,21,20,19,17,16,15,23,13,12,11,10,7,6,25,15,14,13,12,11,11,12,13,0,2,3,4,5,6,7,8,9,10,11,12,21,21,14,9,1,20,10,6,8,9,7,11,16,25,32,33,25,32,31,30,29,28,27,26,26,26,26,27,28,29,30,34,35,36,31,18,15,16,17,8,13,12,12,13,14,15,19,18,19,20,21,22,23,24,25,26,27,28,29,30,10,10,11,12,13,20,25,26,27,28,12,13,14,15,16,17,22,22,23,24,23,24,25,26,27,28,30,31,19,32,33,20,21,22,23,24,36,34,35,37,38,39,22,18,13,14,29
57,22,20,19,18,17,15,14,13,21,11,10,9,8,5,4,23,13,12,11,10,9,9,10,11,2,0,1,2,3,4,5,6,7,8,9,10,19,19,12,7,1,18,8,4,6,7,5,9,14,23,30,31,23,30,29,28,27,26,25,24,24,24,24,25,26,27,28,32,33,34,29,16,13,14,15,6,11,10,10,11,12,13,17,16,17,18,19,20,21,22,23,24,25,26,27,28,8,8,9,10,11,18,23,24,25,26,10,11,12,13,14,15,20,20,21,22,21,22,23,24,25,26,28,29,17,30,31,18,19,20,21,22,34,32,33,35,36,37,20,16,11,12,27
58,21,19,18,17,16,14,13,12,20,10,9,8,7,4,3,22,12,11,10,9,8,8,9,10,3,1,0,1,2,3,4,5,6,7,8,9,18,18,11,6,2,17,7,3,5,6,4,8,13,22,29,30,22,29,28,27,26,25,24,23,23,23,23,24,25,26,27,31,32,33,28,15,12,13,14,5,10,9,9,10,11,12,16,15,16,17,18,19,20,21,22,23,24,25,26,27,7,7,8,9,10,17,22,23,24,25,9,10,11,12,13,14,19,19,20,21,20,21,22,23,24,25,27,28,16,29,30,17,18,19,20,21,33,31,32,34,35,36,19,15,10,11,26
59,20,18,17,16,15,13,12,11,19,9,8,7,6,3,2,21,11,10,9,8,7,7,8,9,4,2,1,0,1,2,3,4,5,6,7,8,17,17,10,5,3,16,6,2,4,5,3,7,12,21,28,29,21,28,27,26,25,24,23,22,22,22,22,23,24,25,26,30,31,32,27,14,11,12,13,4,9,8,8,9,10,11,15,14,15,16,17,18,19,20,21,22,23,24,25,26,6,6,7,8,9,16,21,22,23,24,8,9,10,11,12,13,18,18,19,20,19,20,21,22,23,24,26,27,15,28,29,16,17,18,19,20,32,30,31,33,34,35,18,14,9,10,25
60,19,17,16,15,14,12,11,10,18,8,7,6,5,2,1,20,10,9,8,7,6,6,7,8,5,3,2,1,0,1,2,3,4,5,6,7,16,16,9,4,4,15,5,1,3,4,2,6,11,20,27,28,20,27,26,25,24,23,22,21,21,21,21,22,23,24,25,29,30,31,26,13,10,11,12,3,8,7,7,8,9,10,14,13,14,15,16,17,18,19,20,21,22,23,24,25,5,5,6,7,8,15,20,21,22,23,7,8,9,10,11,12,17,17,18,19,18,19,20,21,22,23,25,26,14,27,28,15,16,17,18,19,31,29,30,32,33,34,17,13,8,9,24
61,19,17,16,15,14,12,11,10,18,8,7,6,5,2,1,20,10,9,8,7,6,6,7,8,6,4,3,2,1,0,1,2,3,4,5,6,16,16,9,4,5,15,5,1,3,4,2,6,11,20,27,28,20,27,26,25,24,23,22,21,21,21,21,22,23,24,25,29,30,31,26,13,10,11,12,3,8,7,7,8,9,10,14,13,14,15,16,17,18,19,20,21,22,23,24,25,5,5,6,7,8,15,20,21,22,23,7,8,9,10,11,12,17,17,18,19,18,19,20,21,22,23,25,26,14,27,28,15,16,17,18,19,31,29,30,32,33,34,17,13,7,8,24
62,20,18,17,16,15,13,12,11,19,9,8,7,6,3,2,21,11,10,9,8,7,7,8,9,7,5,4,3,2,1,0,1,2,3,4,5,17,17,10,5,6,16,6,2,4,5,3,7,12,21,28,29,21,28,27,26,25,24,23,22,22,22,22,23,24,25,26,30,31,32,27,14,11,12,13,4,9,8,8,9,10,11,15,14,15,16,17,18,19,20,21,22,23,24,25,26,6,6,7,8,9,16,21,22,23,24,8,9,10,11,12,13,18,18,19,20,19,20,21,22,23,24,26,27,15,28,29,16,17,18,19,20,32,30,31,33,34,35,18,14,6,7,25
63,21,19,18,17,16,14,13,12,20,10,9,8,7,4,3,22,12,11,10,9,8,8,9,10,8,6,5,4,3,2,1,0,1,2,3,4,18,18,11,6,7,17,7,3,5,6,4,8,13,22,29,30,22,29,28,27,26,25,24,23,23,23,23,24,25,26,27,31,32,33,28,15,12,13,14,5,10,9,9,10,11,12,16,15,16,17,18,19,20,21,22,23,24,25,26,27,7,7,8,9,10,17,22,23,24,25,9,10,11,12,13,14,19,19,20,21,20,21,22,23,24,25,27,28,16,29,30,17,18,19,20,21,33,31,32,34,35,36,19,15,5,6,26
64,22,20,19,18,17,15,14,13,21,11,10,9,8,5,4,23,13,12,11,10,9,9,10,11,9,7,6,5,4,3,2,1,0,1,2,3,19,19,12,7,8,18,8,4,6,7,5,9,14,23,30,31,23,30,29,28,27,26,25,24,24,24,24,25,26,27,28,32,33,34,29,16,13,14,15,6,11,10,10,11,12,13,17,16,17,18,19,20,21,22,23,24,25,26,27,28,8,8,9,10,11,18,23,24,25,26,10,11,12,13,14,15,20,20,21,22,21,22,23,24,25,26,28,29,17,30,31,18,19,20,21,22,34,32,33,35,36,37,20,16,4,5,27
65,23,21,20,19,18,16,15,14,22,12,11,10,9,6,5,24,14,13,12,11,10,10,11,12,10,8,7,6,5,4,3,2,1,0,1,2,20,20,13,8,9,19,9,5,7,8,6,10,15,24,31,32,24,31,30,29,28,27,26,25,25,25,25,26,27,28,29,33,34,35,30,17,14,15,16,7,12,11,11,12,13,14,18,17,18,19,20,21,22,23,24,25,26,27,28,29,9,9,10,11,12,19,24,25,26,27,11,12,13,14,15,16,21,21,22,23,22,23,24,25,26,27,29,30,18,31,32,19,20,21,22,23,35,33,34,36,37,38,21,17,3,4,28
66,24,22,21,20,19,17,16,15,23,13,12,11,10,7,6,25,15,14,13,12,11,11,12,13,11,9,8,7,6,5,4,3,2,1,0,1,21,21,14,9,10,20,10,6,8,9,7,11,16,25,32,33,25,32,31,30,29,28,27,26,26,26,26,27,28,29,30,34,35,36,31,18,15,16,17,8,13,12,12,13,14,15,19,18,19,20,21,22,23,24,25,26,27,28,29,30,10,10,11,12,13,20,25,26,27,28,12,13,14,15,16,17,22,22,23,24,23,24,25,26,27,28,30,31,19,32,33,20,21,22,23,24,36,34,35,37,38,39,22,18,2,3,29
67,25,23,22,21,20,18,17,16,24,14,13,12,11,8,7,26,16,15,14,13,12,12,13,14,12,10,9,8,7,6,5,4,3,2,1,0,22,22,15,10,11,21,11,7,9,10,8,12,17,26,33,34,26,33,32,31,30,29,28,27,27,27,27,28,29,30,31,35,36,37,32,19,16,17,18,9,14,13,13,14,15,16,20,19,20,21,22,23,24,25,26,27,28,29,30,31,11,11,12,13,14,21,26,27,28,29,13,14,15,16,17,18,23,23,24,25,24,25,26,27,28,29,31,32,20,33,34,21,22,23,24,25,37,35,36,38,39,40,23,19,1,2,30
68,5,4,5,5,4,4,5,6,4,8,9,10,11,14,15,6,25,24,23,22,21,21,22,23,21,19,18,17,16,16,17,18,19,20,21,22,0,2,7,12,20,1,20,16,18,19,17,20,26,7,14,15,7,14,13,12,11,10,9,8,8,8,8,9,10,11,12,16,17,18,13,11,8,9,10,13,12,11,11,12,13,14,2,3,4,5,6,7,8,9,10,11,12,13,14,15,12,12,13,14,15,2,7,8,9,10,19,18,17,16,15,14,3,3,4,5,4,5,6,7,8,9,11,12,12,13,14,11,10,9,8,7,17,15,16,18,19,20,3,13,23,24,10
70,3,2,3,4,4,4,5,6,2,8,9,10,11,14,15,4,23,22,21,20,19,19,20,21,21,19,18,17,16,16,17,18,19,20,21,22,2,0,7,12,20,1,19,16,18,19,17,18,24,5,12,13,5,12,11,10,9,8,7,6,6,6,6,7,8,9,10,14,15,16,11,11,8,9,10,13,12,11,11,12,13,14,2,3,4,5,6,7,8,9,10,11,12,13,14,15,12,12,13,14,15,2,5,6,7,8,17,16,15,14,13,12,1,1,2,3,2,3,4,5,6,7,9,10,10,11,12,9,8,7,6,5,15,13,14,16,17,18,1,11,23,24,8
98,10,8,7,6,5,3,2,1,9,1,2,3,4,7,8,11,18,17,16,15,14,14,15,16,14,12,11,10,9,9,10,11,12,13,14,15,7,7,0,5,13,6,13,9,11,12,10,14,19,12,19,20,12,19,18,17,16,15,14,13,13,13,13,14,15,16,17,21,22,23,18,4,1,2,3,6,5,4,4,5,6,7,5,4,5,6,7,8,9,10,11,12,13,14,15,16,5,5,6,7,8,6,12,13,14,15,15,16,17,18,19,19,8,8,9,10,9,10,11,12,13,14,16,17,17,18,19,16,15,14,13,12,22,20,21,23,24,25,8,18,16,17,15
99,15,13,12,11,10,8,7,6,14,4,3,2,1,2,3,16,13,12,11,10,9,9,10,11,9,7,6,5,4,4,5,6,7,8,9,10,12,12,5,0,8,11,8,4,6,7,5,9,14,17,24,25,17,24,23,22,21,20,19,18,18,18,18,19,20,21,22,26,27,28,23,9,6,7,8,1,4,3,3,4,5,6,10,9,10,11,12,13,14,15,16,17,18,19,20,21,1,1,2,3,4,11,17,18,19,20,10,11,12,13,14,15,13,13,14,15,14,15,16,17,18,19,21,22,17,23,24,18,19,19,18,17,27,25,26,28,29,30,13,16,11,12,20
102,23,21,20,19,18,16,15,14,22,12,11,10,9,6,5,24,14,13,12,11,10,10,11,12,1,1,2,3,4,5,6,7,8,9,10,11,20,20,13,8,0,19,9,5,7,8,6,10,15,24,31,32,24,31,30,29,28,27,26,25,25,25,25,26,27,28,29,33,34,35,30,17,14,15,16,7,12,11,11,12,13,14,18,17,18,19,20,21,22,23,24,25,26,27,28,29,9,9,10,11,12,19,24,25,26,27,11,12,13,14,15,16,21,21,22,23,22,23,24,25,26,27,29,30,18,31,32,19,20,21,22,23,35,33,34,36,37,38,21,17,12,13,28
103,4,3,4,4,3,3,4,5,3,7,8,9,10,13,14,5,24,23,22,21,20,20,21,22,20,18,17,16,15,15,16,17,18,19,20,21,1,1,6,11,19,0,19,15,17,18,16,19,25,6,13,14,6,13,12,11,10,9,8,7,7,7,7,8,9,10,11,15,16,17,12,10,7,8,9,12,11,10,10,11,12,13,1,2,3,4,5,6,7,8,9,10,11,12,13,14,11,11,12,13,14,1,6,7,8,9,18,17,16,15,14,13,2,2,3,4,3,4,5,6,7,8,10,11,11,12,13,10,9,8,7,6,16,14,15,17,18,19,2,12,22,23,9
126,16,18,19,19,18,16,15,14,17,12,11,10,9,6,5,15,5,4,3,2,1,1,2,3,10,8,7,6,5,5,6,7,8,9,10,11,20,19,13,8,9,19,0,4,2,1,3,1,6,15,22,23,15,22,21,20,19,18,17,16,16,16,16,17,18,19,20,24,25,26,21,17,14,15,16,7,12,11,11,12,13,14,18,17,18,19,20,21,22,23,24,25,26,27,28,29,9,9,10,11,12,19,15,16,17,18,2,3,4,5,6,7,19,19,20,21,18,19,20,21,22,23,25,26,9,27,28,10,11,12,13,14,31,29,30,32,33,34,18,8,12,13,24
127,19,17,16,15,14,12,11,10,18,8,7,6,5,2,1,19,9,8,7,6,5,5,6,7,6,4,3,2,1,1,2,3,4,5,6,7,16,16,9,4,5,15,4,0,2,3,1,5,10,19,26,27,19,26,25,24,23,22,21,20,20,20,20,21,22,23,24,28,29,30,25,13,10,11,12,3,8,7,7,8,9,10,14,13,14,15,16,17,18,19,20,21,22,23,24,25,5,5,6,7,8,15,19,20,21,22,6,7,8,9,10,11,17,17,18,19,18,19,20,21,22,23,25,26,13,27,28,14,15,16,17,18,31,29,30,32,33,34,17,12,8,9,24
128,18,19,18,17,16,14,13,12,19,10,9,8,7,4,3,17,7,6,5,4,3,3,4,5,8,6,5,4,3,3,4,5,6,7,8,9,18,18,11,6,7,17,2,2,0,1,1,3,8,17,24,25,17,24,23,22,21,20,19,18,18,18,18,19,20,21,22,26,27,28,23,15,12,13,14,5,10,9,9,10,11,12,16,15,16,17,18,19,20,21,22,23,24,25,26,27,7,7,8,9,10,17,17,18,19,20,4,5,6,7,8,9,19,19,20,21,20,21,22,23,24,25,27,28,11,29,30,12,13,14,15,16,33,31,32,34,35,36,19,10,10,11,26
129,17,19,19,18,17,15,14,13,18,11,10,9,8,5,4,16,6,5,4,3,2,2,3,4,9,7,6,5,4,4,5,6,7,8,9,10,19,19,12,7,8,18,1,3,1,0,2,2,7,16,23,24,16,23,22,21,20,19,18,17,17,17,17,18,19,20,21,25,26,27,22,16,13,14,15,6,11,10,10,11,12,13,17,16,17,18,19,20,21,22,23,24,25,26,27,28,8,8,9,10,11,18,16,17,18,19,3,4,5,6,7,8,20,20,21,22,19,20,21,22,23,24,26,27,10,28,29,11,12,13,14,15,32,30,31,33,34,35,19,9,11,12,25
130,19,18,17,16,15,13,12,11,19,9,8,7,6,3,2,18,8,7,6,5,4,4,5,6,7,5,4,3,2,2,3,4,5,6,7,8,17,17,10,5,6,16,3,1,1,2,0,4,9,18,25,26,18,25,24,23,22,21,20,19,19,19,19,20,21,22,23,27,28,29,24,14,11,12,13,4,9,8,8,9,10,11,15,14,15,16,17,18,19,20,21,22,23,24,25,26,6,6,7,8,9,16,18,19,20,21,5,6,7,8,9,10,18,18,19,20,19,20,21,22,23,24,26,27,12,28,29,13,14,15,16,17,32,30,31,33,34,35,18,11,9,10,25
