d,o,flow_in,flow_out
856,908,35,35
856,909,3,3
856,910,40,41
856,911,22,28
856,913,107,131
856,914,5,7
856,915,1,1
856,916,7,9
856,917,89,122
856,918,72,90
856,919,33,35
856,920,179,205
856,921,489,552
856,922,225,248
856,923,289,373
856,924,81,93
856,926,12,17
856,927,2,2
856,928,4,4
856,929,73,83
856,930,15,18
856,931,76,91
856,932,53,67
856,933,4,5
856,934,9,11
856,936,21,26
856,937,21,25
856,938,281,367
856,939,9,9
856,940,5,7
856,941,22,24
856,942,1531,1870
856,946,2,3
857,8,709,1148
857,11,1107,1698
857,12,6696,10669
857,13,4613,7634
857,14,2954,4708
857,15,0,1
857,19,8174,13941
857,20,3325,5312
857,21,796,1361
857,22,7004,10622
857,23,27992,44253
857,24,7947,11528
857,25,1957,3045
857,27,1641,2792
857,28,3477,5632
857,48,6,11
857,49,16,24
857,50,33,54
857,51,34,44
857,52,431,597
857,53,358,584
857,54,841,1294
857,55,1704,2714
857,56,497,844
857,58,432,671
857,60,429,538
857,61,647,1038
857,63,370,523
857,65,83,154
857,66,75,123
857,67,451,735
857,68,40,64
857,70,64,98
857,98,30272,46283
857,99,20435,31654
857,102,46,79
857,103,14,64
857,127,831,1311
857,128,998,1567
857,129,1195,1803
857,130,1481,2416
857,132,629,933
857,133,14,20
857,480,149,234
857,482,106,217
857,483,132,223
857,511,13,15
857,512,10,14
857,514,86,136
857,516,136,250
857,518,195,285
857,519,170,242
857,521,55,80
857,523,13,18
857,526,184,384
857,528,188,323
857,832,1660,2670
857,856,1234883,1905994
857,857,4942,7738
857,859,202374,331079
857,860,4536,7021
857,862,33491,54819
857,863,105762,183242
857,877,1961,2713
857,879,1361,2091
857,882,2372,3791
857,883,1121,1712
857,884,1742,2836
857,885,51,94
857,886,267,494
857,887,1334,2054
857,888,32,63
857,889,398,757
857,890,903,1773
857,892,823,1271
857,894,2381,3332
857,895,3055,4390
857,896,22341,35463
857,900,172,274
857,901,238,419
857,902,20,26
857,903,1245,2083
857,906,95,172
857,907,103,169
857,908,15,25
857,909,29,47
857,910,46,86
857,911,98,133
857,913,189,315
857,914,7,18
857,915,1,2
857,916,7,9
857,917,177,342
857,918,134,215
857,919,68,112
857,920,82,143
857,921,622,1075
857,922,250,381
857,923,270,537
857,924,84,140
857,926,29,40
857,927,97,122
857,928,9,13
857,929,87,161
857,930,45,93
857,931,154,260
857,932,211,409
857,933,8,13
857,934,20,28
857,936,93,155
857,937,17,24
857,938,707,1173
857,939,5,5
857,940,13,39
857,941,64,108
857,942,7245,12489
857,946,18,23
859,8,696,1666
859,11,712,1755
859,12,1680,4681
859,13,1911,4524
859,14,1378,2664
859,19,2166,4630
859,20,1406,2959
859,21,756,1940
859,22,4988,7430
859,23,5524,9211
859,24,9885,19768
859,25,8393,17901
859,27,2824,6427
859,28,4312,10423
859,48,9,20
859,49,11,21
859,50,82,132
859,51,39,71
859,52,361,800
859,53,594,1534
859,54,806,2249
859,55,883,2664
859,56,549,1758
859,58,351,858
859,60,344,614
859,61,782,1685
859,63,420,894
859,65,103,253
859,66,119,304
859,67,299,673
859,68,39,61
859,70,67,154
859,98,7032,12236
859,99,10370,23402
859,102,206,338
859,103,14,53
859,127,1024,2304
859,128,1782,4298
859,129,939,2517
859,130,1289,3320
859,132,683,1707
859,133,17,45
859,480,133,260
859,482,167,635
859,483,212,488
859,511,4,6
859,512,7,13
859,514,41,97
859,516,91,198
859,518,173,332
859,519,154,342
859,521,57,140
859,522,2,2
859,523,12,28
859,524,1,1
859,526,152,835
859,527,1,1
859,528,169,463
859,832,2411,5638
859,856,196066,370403
859,857,149145,336744
859,859,1442,2628
859,860,1912,3744
859,862,3326,6632
859,863,40840,120777
859,877,2739,4524
859,879,589,1179
859,880,1,1
859,882,424,1031
859,883,86,206
859,884,181,531
859,885,17,53
859,886,73,176
859,887,253,527
859,888,20,88
859,889,91,197
859,890,67,205
859,892,11327,22794
859,894,250,543
859,895,174,384
859,896,1203,3559
859,900,87,319
859,901,159,691
859,902,9,16
859,903,432,1877
859,906,217,581
859,907,115,286
859,908,32,87
859,909,43,121
859,910,76,170
859,911,100,236
859,913,255,675
859,914,4,7
859,915,1,2
859,916,1,6
859,917,120,442
859,918,103,247
859,919,36,96
859,920,43,135
859,921,321,724
859,922,145,356
859,923,211,517
859,924,28,109
859,926,6,22
859,927,3,3
859,928,5,24
859,929,48,138
859,930,34,94
859,931,118,331
859,932,185,721
859,933,4,8
859,934,64,96
859,936,13,86
859,937,15,32
859,938,204,868
859,939,4,12
859,940,20,132
859,941,44,125
859,942,3432,10214
859,946,8,17
860,8,29,164
860,11,42,186
860,12,58,474
860,13,93,337
860,14,360,607
860,15,0,1
860,19,105,697
860,20,96,439
860,21,65,282
860,22,1101,1975
860,23,737,1724
860,24,1059,3453
860,25,273,1115
860,27,69,449
860,28,224,885
860,48,0,1
860,49,0,1
860,50,4,18
860,51,1,5
860,52,12,67
860,53,32,140
860,54,18,144
860,55,24,246
860,56,12,52
860,58,10,70
860,60,24,77
860,61,48,179
860,63,30,85
860,65,14,44
860,66,8,45
860,67,8,77
860,68,2,13
860,70,4,8
860,98,662,2141
860,99,519,2151
860,102,18,34
860,103,1,3
860,127,58,190
860,128,41,367
860,129,46,246
860,130,50,351
860,132,16,135
860,133,1,1
860,480,5,34
860,482,2,26
860,483,7,22
860,511,0,1
860,512,0,2
860,514,0,4
860,516,6,26
860,518,6,34
860,519,6,27
860,521,4,13
860,523,0,1
860,526,4,63
860,527,0,1
860,528,7,64
860,832,101,774
860,856,16745,54738
860,857,2845,10470
860,859,1257,5285
860,860,160,449
860,862,622,6031
860,863,1643,10744
860,877,305,714
860,879,29,161
860,882,61,225
860,883,6,48
860,884,7,39
860,885,0,34
860,886,2,9
860,887,10,47
860,888,1,3
860,889,0,28
860,890,0,9
860,892,441,1275
860,894,33,102
860,895,11,47
860,896,43,346
860,900,1,35
860,901,1,34
860,902,0,2
860,903,2,47
860,906,5,64
860,907,12,39
860,908,2,10
860,909,5,16
860,910,3,6
860,911,2,8
860,913,10,66
860,914,0,2
860,916,1,2
860,917,8,29
860,918,14,29
860,919,2,14
860,920,10,29
860,921,17,81
860,922,8,36
860,923,32,86
860,924,1,8
860,926,0,1
860,928,1,2
860,929,2,26
860,930,1,8
860,931,3,45
860,932,10,57
860,933,0,4
860,936,3,4
860,937,1,2
860,938,5,55
860,939,0,1
860,940,2,3
860,941,3,9
860,942,108,792
860,946,1,1
862,8,180,1461
862,11,221,1305
862,12,461,3405
862,13,579,3898
862,14,583,2399
862,15,0,1
862,19,482,4125
862,20,345,2009
862,21,208,1601
862,22,3050,5855
862,23,3591,8759
862,24,1159,4782
862,25,987,6787
862,27,235,2517
862,28,819,6847
862,48,1,8
862,49,2,25
862,50,14,56
862,51,46,93
862,52,97,545
862,53,72,1054
862,54,106,2025
862,55,128,1702
862,56,28,466
862,58,203,679
862,60,106,343
862,61,123,918
862,63,92,626
862,65,13,100
862,66,22,89
862,67,69,392
862,68,21,57
862,70,9,254
862,98,3341,9322
862,99,1731,8721
862,102,22,120
862,103,2,291
862,127,196,1191
862,128,270,3443
862,129,134,1661
862,130,213,2100
862,132,94,832
862,133,2,17
862,480,52,230
862,482,14,517
862,483,104,974
862,511,1,7
862,512,4,15
862,514,7,73
862,516,27,129
862,518,74,256
862,519,37,240
862,521,12,119
862,523,6,30
862,526,38,700
862,527,0,2
862,528,44,565
862,832,409,2939
862,856,95867,393259
862,857,10501,61650
862,859,1083,5770
862,860,1689,3579
862,862,350,742
862,863,4229,81329
862,877,1736,5333
862,879,149,664
862,882,78,1059
862,883,11,400
862,884,9,191
862,885,2,8
862,886,3,39
862,887,59,200
862,888,1,9
862,889,25,92
862,890,1,18
862,892,1498,9320
862,894,37,202
862,895,29,130
862,896,65,799
862,900,21,129
862,901,5,420
862,902,10,35
862,903,0,1457
862,906,28,302
862,907,12,273
862,908,6,57
862,909,0,30
862,910,23,166
862,911,20,174
862,913,86,663
862,914,0,8
862,915,0,1
862,916,0,4
862,917,33,304
862,918,32,141
862,919,8,47
862,920,15,105
862,921,102,517
862,922,19,324
862,923,45,206
862,924,4,31
862,926,2,15
862,928,7,37
862,929,6,128
862,930,12,95
862,931,66,305
862,932,80,696
862,933,2,3
862,934,0,46
862,936,1,13
862,937,7,16
862,938,32,283
862,939,6,18
862,940,3,102
862,941,35,127
862,942,357,5613
862,946,0,3
863,8,8500,8946
863,11,6888,7083
863,12,24498,25315
863,13,25959,27305
863,14,12347,12833
863,15,2,5
863,19,14732,15470
863,20,7433,7719
863,21,9483,10146
863,22,16202,16737
863,23,36899,38283
863,24,16326,17494
863,25,17595,18338
863,27,30712,32028
863,28,37941,39522
863,48,130,134
863,49,167,172
863,50,785,823
863,51,1227,1257
863,52,5637,5819
863,53,6235,6468
863,54,12766,13201
863,55,80544,87683
863,56,29930,30676
863,58,5650,5802
863,60,3654,3789
863,61,6432,7489
863,63,3101,3248
863,65,897,921
863,66,1024,1057
863,67,4347,4557
863,68,486,531
863,70,1022,1061
863,98,54113,56314
863,99,72098,76070
863,102,1180,1201
863,103,394,783
863,126,0,1
863,127,7184,7394
863,128,16375,16824
863,129,12550,12980
863,130,12566,13051
863,132,10946,11230
863,133,205,220
863,480,1441,1491
863,482,4834,5338
863,483,2780,2931
863,511,92,103
863,512,135,143
863,514,644,686
863,516,1461,1585
863,518,2668,2793
863,519,2320,2448
863,521,759,815
863,522,0,1
863,523,242,254
863,524,1,1
863,526,8071,9728
863,527,20,22
863,528,26023,29244
863,529,1,8
863,832,19938,20859
863,856,1729523,1889215
863,857,179793,188354
863,859,109005,115488
863,860,7759,8130
863,862,65002,68172
863,863,1371,1386
863,877,64064,67126
863,879,6571,6789
863,881,0,1
863,882,2039,2167
863,883,117,122
863,884,235,266
863,885,16,20
863,886,36,45
863,887,101,111
863,888,11,14
863,889,68,83
863,890,30,38
863,892,30723,31601
863,893,0,1
863,894,3967,4077
863,895,5164,5262
863,896,5087,5494
863,900,1487,1534
863,901,21883,22155
863,902,189,194
863,903,165148,170989
863,906,3555,3832
863,907,1168,1202
863,908,383,412
863,909,359,371
863,910,920,972
863,911,2129,2205
863,913,3444,3747
863,914,73,80
863,915,13,13
863,916,36,63
863,917,881,1702
863,918,697,740
863,919,379,392
863,920,936,1181
863,921,4062,4465
863,922,1915,2060
863,923,1473,1959
863,924,224,252
863,926,34,44
863,927,5,7
863,928,96,102
863,929,870,960
863,930,454,510
863,931,1639,1856
863,932,2635,3213
863,933,16,20
863,934,50,52
863,936,44,51
863,937,30,30
863,938,714,836
863,939,51,53
863,940,389,789
863,941,880,896
863,942,194093,206582
863,946,24,28
877,8,1332,2507
877,11,2527,4537
877,12,14443,27501
877,13,60906,107434
877,14,55754,89236
877,15,42307,67287
877,19,16,34
877,20,16823,27163
877,21,2367,4552
877,22,45,52
877,23,39722,69731
877,24,2334,3676
877,25,1064,2059
877,27,762,1600
877,28,1941,3389
877,48,2,2
877,49,4,5
877,50,31,49
877,51,40,52
877,52,129,182
877,53,316,494
877,54,973,1315
877,55,1517,4686
877,56,74,224
877,58,221,354
877,60,377,565
877,61,403,586
877,63,323,471
877,65,46,78
877,66,41,113
877,67,308,534
877,68,176,281
877,70,61,101
877,98,45431,72175
877,99,14794,28004
877,102,55,80
877,103,19,39
877,127,583,1674
877,128,471,712
877,129,527,768
877,130,326,597
877,132,387,614
877,133,8,17
877,480,350,638
877,482,296,863
877,483,643,1183
877,511,32,66
877,512,59,99
877,514,132,209
877,516,249,468
877,518,733,1333
877,519,777,1360
877,521,208,365
877,523,81,154
877,526,309,782
877,527,2,3
877,528,1131,3547
877,832,2290,4560
877,856,3074,5217
877,857,1897,3218
877,859,3904,6675
877,860,392,629
877,862,3885,7326
877,863,36187,84114
877,877,763,953
877,879,89447,159793
877,880,27,34
877,882,490755,851647
877,883,33204,90437
877,884,158528,356301
877,885,10935,26488
877,886,23062,54785
877,887,269452,506913
877,888,8054,17631
877,889,51743,120983
877,890,115886,287099
877,892,2728,4437
877,894,1899,3537
877,895,9844,14160
877,896,40452,80893
877,900,142,342
877,901,203,426
877,902,35,64
877,903,215,656
877,906,96,153
877,907,63,84
877,908,148,188
877,909,92,111
877,910,140,183
877,911,252,400
877,913,143,262
877,914,14,17
877,915,4,4
877,916,135,153
877,917,303,588
877,918,246,537
877,919,118,252
877,920,451,832
877,921,1275,2666
877,922,382,747
877,923,743,1549
877,924,260,419
877,926,53,98
877,927,31,61
877,928,41,73
877,929,386,647
877,930,163,320
877,931,348,623
877,932,397,797
877,933,8,21
877,934,48,127
877,936,48,167
877,937,54,124
877,938,655,1742
877,939,39,51
877,940,65,152
877,941,130,231
877,942,7852,15962
877,946,37,37
879,8,299,1787
879,11,617,3509
879,12,693,3363
879,13,1048,3239
879,14,385,1577
879,15,440,2347
879,19,7,11
879,20,494,1275
879,21,663,2255
879,22,1,4
879,23,2688,14465
879,24,203,669
879,25,585,2267
879,27,161,1209
879,28,361,2301
879,48,2,3
879,49,0,1
879,50,4,9
879,51,5,12
879,52,27,206
879,53,38,174
879,54,66,368
879,55,115,750
879,56,11,91
879,58,31,105
879,60,53,134
879,61,152,580
879,63,49,173
879,65,8,82
879,66,11,165
879,67,40,202
879,68,69,215
879,70,52,126
879,98,1978,5544
879,99,1388,7804
879,102,6,37
879,103,5,130
879,127,129,547
879,128,125,656
879,129,126,357
879,130,80,525
879,132,97,398
879,133,0,5
879,480,89,362
879,482,48,326
879,483,89,420
879,511,3,17
879,512,4,21
879,514,25,86
879,516,69,224
879,518,100,349
879,519,117,359
879,521,33,123
879,522,1,2
879,523,5,24
879,526,71,294
879,527,2,2
879,528,76,590
879,832,295,1295
879,856,753,1963
879,857,541,2830
879,859,400,1414
879,860,35,113
879,862,162,862
879,863,2121,11097
879,877,64396,172101
879,879,32,75
879,882,12,22
879,883,0,4
879,884,5,9
879,887,6,12
879,889,1,4
879,890,0,3
879,892,427,1436
879,893,0,1
879,894,277,1322
879,895,252,1286
879,896,1115,6645
879,900,28,251
879,901,14,121
879,902,6,16
879,903,25,553
879,906,38,106
879,907,9,44
879,908,27,38
879,909,17,45
879,910,17,68
879,911,199,437
879,913,104,526
879,914,3,7
879,915,2,3
879,916,5,11
879,917,85,774
879,918,62,315
879,919,26,117
879,920,38,131
879,921,103,409
879,922,47,177
879,923,74,216
879,924,9,31
879,926,4,12
879,927,0,1
879,928,8,47
879,929,80,385
879,930,25,148
879,931,47,256
879,932,89,571
879,933,2,8
879,934,1,10
879,936,1,14
879,937,7,25
879,938,40,260
879,939,7,14
879,940,39,185
879,941,14,115
879,942,411,3367
879,946,2,7
880,12,0,1
880,14,3,4
880,15,2,2
880,23,0,2
880,25,4,4
880,60,3,4
880,68,1,1
880,98,1,1
880,99,1,1
880,127,1,1
880,483,1,1
880,832,1,1
880,856,2,3
880,863,0,1
880,877,41,67
880,880,22,47
880,882,9674,34274
880,883,1373,11003
880,884,2255,14288
880,885,122,1145
880,886,614,3385
880,887,5702,22566
880,888,203,1199
880,889,1507,8731
880,890,1954,15839
880,940,3,3
882,8,3694,8063
882,11,3531,7035
882,12,3003,6505
882,13,5282,10103
882,14,1567,2907
882,15,5701,13839
882,19,3,4
882,20,626,1255
882,21,4361,9159
882,22,3,9
882,23,4947,13145
882,24,267,581
882,25,1164,3218
882,27,564,1552
882,28,1100,3183
882,48,1,2
882,49,1,4
882,50,5,11
882,51,6,8
882,52,74,214
882,53,150,465
882,54,418,991
882,55,65,1062
882,56,68,254
882,58,79,194
882,60,106,184
882,61,246,594
882,63,142,340
882,65,58,136
882,66,47,120
882,67,136,426
882,68,195,366
882,70,360,715
882,98,3301,6223
882,99,3286,9452
882,102,32,57
882,103,75,180
882,127,288,709
882,128,318,1472
882,129,192,444
882,130,270,709
882,132,202,442
882,133,3,5
882,480,913,1602
882,482,758,2075
882,483,1336,3245
882,511,27,53
882,512,29,68
882,514,181,331
882,516,649,1177
882,518,1350,2763
882,519,882,1929
882,521,423,823
882,523,115,411
882,526,618,2562
882,527,2,10
882,528,1862,5146
882,832,973,2180
882,856,1415,2999
882,857,1432,4015
882,859,431,1266
882,860,79,156
882,862,237,871
882,863,1069,3275
882,877,462613,819260
882,879,10,12
882,880,16514,34572
882,882,558,1012
882,883,3814,15366
882,884,5946,23682
882,885,580,6696
882,886,1890,8240
882,887,10258,31823
882,888,411,1684
882,889,4255,16121
882,890,8575,39180
882,892,783,1995
882,894,509,1389
882,895,715,2011
882,896,2408,8785
882,900,276,662
882,901,424,1262
882,902,42,100
882,903,1320,5394
882,906,103,223
882,907,42,80
882,908,14,24
882,909,9,15
882,910,40,110
882,911,187,412
882,913,1491,3361
882,914,17,32
882,915,3,4
882,916,27,32
882,917,493,1267
882,918,625,1522
882,919,121,260
882,920,218,551
882,921,878,1658
882,922,367,666
882,923,142,289
882,924,40,66
882,926,7,14
882,927,10,16
882,928,49,101
882,929,428,873
882,930,228,655
882,931,728,1445
882,932,1428,3381
882,933,5,9
882,934,12,28
882,936,18,35
882,937,18,40
882,938,359,937
882,939,41,62
882,940,136,424
882,941,18,66
882,942,1569,5112
882,946,14,16
883,8,1110,2888
883,11,730,1909
883,12,464,1023
883,13,1213,2616
883,14,367,778
883,15,1085,2965
883,19,0,1
883,20,260,526
883,21,638,1800
883,23,1249,2639
883,24,51,98
883,25,211,462
883,27,130,313
883,28,324,729
883,50,4,5
883,51,2,4
883,52,36,62
883,53,94,158
883,54,330,1028
883,55,122,333
883,56,21,47
883,58,13,29
883,60,31,51
883,61,60,162
883,63,41,70
883,65,47,110
883,66,37,94
883,67,58,126
883,68,29,64
883,70,64,174
883,98,918,1728
883,99,775,1643
883,102,2,5
883,103,3,60
883,127,48,130
883,128,171,402
883,129,92,219
883,130,124,285
883,132,127,299
883,480,140,231
883,482,81,280
883,483,159,338
883,511,0,3
883,512,3,11
883,514,57,76
883,516,84,188
883,518,141,315
883,519,211,558
883,521,25,73
883,523,19,51
883,526,76,383
883,527,0,2
883,528,124,335
883,832,190,343
883,856,377,647
883,857,419,776
883,859,100,256
883,860,21,47
883,862,31,60
883,863,95,251
883,877,43419,93126
883,879,2,4
883,880,3631,9646
883,882,6139,12976
883,883,65,175
883,884,1607,6343
883,885,341,1967
883,886,249,1312
883,887,1219,5126
883,888,79,554
883,889,384,3911
883,890,766,9712
883,892,125,254
883,893,0,1
883,894,118,269
883,895,186,384
883,896,433,967
883,900,106,260
883,901,147,492
883,902,10,20
883,903,735,2405
883,906,79,333
883,907,27,87
883,908,35,62
883,909,2,13
883,910,71,143
883,911,203,430
883,913,305,909
883,914,2,3
883,915,1,1
883,916,3,4
883,917,109,556
883,918,216,561
883,919,39,94
883,920,41,145
883,921,57,144
883,922,22,100
883,923,4,10
883,924,2,4
883,926,1,2
883,928,36,80
883,929,66,172
883,930,111,314
883,931,151,453
883,932,377,1188
883,934,2,3
883,936,0,1
883,937,2,2
883,938,14,27
883,939,4,12
883,940,67,368
883,941,7,18
883,942,449,1102
883,946,0,1
884,8,391,2623
884,11,222,1933
884,12,462,4029
884,13,768,3962
884,14,435,1221
884,15,1265,7451
884,19,1,3
884,20,213,1104
884,21,486,2870
884,22,0,3
884,23,1493,8551
884,24,98,313
884,25,153,1446
884,27,130,1168
884,28,257,2108
884,48,0,9
884,49,1,2
884,50,5,13
884,51,18,27
884,52,26,235
884,53,61,305
884,54,103,986
884,55,83,1733
884,56,14,186
884,58,21,128
884,60,69,187
884,61,76,466
884,63,48,182
884,65,8,75
884,66,16,65
884,67,35,307
884,68,59,145
884,70,31,460
884,98,2402,7126
884,99,1037,6205
884,102,13,35
884,103,9,87
884,127,57,420
884,128,105,871
884,129,85,484
884,130,45,539
884,132,105,488
884,133,0,4
884,480,118,564
884,482,63,1009
884,483,146,727
884,511,3,16
884,512,10,36
884,514,43,127
884,516,141,466
884,518,189,729
884,519,166,661
884,521,41,230
884,522,1,1
884,523,8,89
884,526,75,1225
884,527,0,2
884,528,123,1243
884,832,214,1283
884,856,844,2465
884,857,336,2584
884,859,110,661
884,860,11,48
884,862,13,179
884,863,21,541
884,877,91504,350726
884,879,0,2
884,880,1830,13212
884,882,5286,22406
884,883,1306,8173
884,884,141,219
884,885,1173,2219
884,886,433,1312
884,887,21486,53403
884,888,612,3476
884,889,1493,10183
884,890,3171,38627
884,892,237,1127
884,894,79,470
884,895,118,698
884,896,146,5003
884,900,36,284
884,901,14,638
884,902,14,32
884,903,0,3436
884,906,37,165
884,907,12,63
884,908,11,39
884,909,2,21
884,910,39,118
884,911,70,304
884,913,140,1303
884,914,2,6
884,915,1,2
884,916,3,5
884,917,47,418
884,918,48,585
884,919,11,93
884,920,42,150
884,921,85,437
884,922,23,319
884,923,12,47
884,924,2,12
884,926,1,4
884,928,6,85
884,929,85,382
884,930,52,376
884,931,71,538
884,932,108,1153
884,934,0,2
884,936,2,4
884,937,0,2
884,938,8,83
884,939,11,24
884,940,39,291
884,941,4,50
884,942,202,5174
884,946,0,12
885,8,23,197
885,11,22,177
885,12,16,122
885,13,55,329
885,14,29,71
885,15,197,1038
885,20,27,71
885,21,30,179
885,23,132,662
885,24,2,19
885,25,8,114
885,27,1,51
885,28,11,178
885,49,0,1
885,51,0,1
885,52,1,6
885,53,0,14
885,54,7,40
885,55,4,43
885,56,2,35
885,58,2,20
885,60,3,7
885,61,5,42
885,63,2,20
885,65,0,4
885,66,0,8
885,67,2,19
885,68,4,21
885,70,4,58
885,98,129,415
885,99,85,445
885,102,0,4
885,103,1,37
885,127,2,27
885,128,12,68
885,129,5,31
885,130,2,68
885,132,4,32
885,133,0,1
885,480,11,58
885,482,1,45
885,483,8,66
885,512,0,19
885,514,2,41
885,516,12,33
885,518,9,47
885,519,10,44
885,521,4,12
885,526,3,57
885,528,4,97
885,832,26,77
885,856,65,206
885,857,8,143
885,859,6,33
885,860,0,4
885,862,1,18
885,863,2,25
885,877,5648,33324
885,879,1,1
885,880,147,1076
885,882,371,2019
885,883,884,1981
885,884,570,1342
885,885,2,13
885,886,294,820
885,887,10738,26331
885,888,689,2908
885,889,953,11328
885,890,862,7461
885,892,22,88
885,894,3,40
885,895,6,42
885,896,10,171
885,900,4,19
885,901,0,28
885,902,1,3
885,903,0,99
885,906,1,5
885,907,0,11
885,908,2,21
885,909,0,23
885,910,1,57
885,911,15,75
885,913,8,248
885,917,5,21
885,918,0,34
885,919,0,9
885,920,1,6
885,921,5,65
885,922,0,8
885,923,0,2
885,926,0,1
885,928,1,11
885,929,3,28
885,930,0,21
885,931,6,90
885,932,9,161
885,939,0,2
885,940,9,123
885,941,0,2
885,942,18,182
885,946,0,1
886,8,56,267
886,11,30,167
886,12,48,221
886,13,89,421
886,14,117,253
886,15,290,1166
886,20,171,396
886,21,66,256
886,23,372,1859
886,24,18,86
886,25,36,215
886,27,13,174
886,28,61,464
886,49,0,1
886,51,0,6
886,52,5,19
886,53,15,79
886,54,12,135
886,55,17,352
886,56,0,60
886,58,2,31
886,60,56,93
886,61,59,270
886,63,7,37
886,65,1,4
886,66,2,14
886,67,4,49
886,68,12,29
886,70,10,51
886,98,668,1895
886,99,209,1591
886,102,3,8
886,103,0,1
886,127,15,115
886,128,31,227
886,129,71,156
886,130,18,337
886,132,52,137
886,133,0,5
886,480,37,98
886,482,10,139
886,483,25,108
886,511,1,5
886,512,1,6
886,514,15,37
886,516,21,54
886,518,17,58
886,519,17,85
886,521,19,46
886,523,3,12
886,526,35,320
886,528,13,150
886,832,59,235
886,856,180,569
886,857,77,515
886,859,34,196
886,860,2,12
886,862,7,36
886,863,7,169
886,877,14188,49910
886,879,1,1
886,880,448,3006
886,882,1661,8088
886,883,339,2105
886,884,424,1203
886,885,495,1140
886,886,7,44
886,887,1999,5794
886,888,442,1650
886,889,582,4627
886,890,1025,161387
886,892,63,273
886,894,18,337
886,895,23,201
886,896,29,860
886,900,6,38
886,901,2,91
886,902,3,10
886,903,0,286
886,906,4,47
886,907,2,15
886,908,3,5
886,909,1,10
886,910,4,26
886,911,31,94
886,913,34,144
886,917,11,58
886,918,6,20
886,919,3,9
886,920,2,9
886,921,10,61
886,922,13,19
886,923,4,12
886,924,1,3
886,928,1,10
886,929,26,65
886,930,14,44
886,931,13,50
886,932,18,177
886,934,0,6
886,936,0,1
886,938,0,29
886,939,1,3
886,940,19,66
886,941,1,21
886,942,42,840
887,8,779,1957
887,11,305,1006
887,12,394,1664
887,13,1734,4821
887,14,1454,2574
887,15,1989,6571
887,19,0,3
887,20,677,2185
887,21,824,1993
887,22,3,3
887,23,3007,11421
887,24,262,664
887,25,190,1324
887,27,127,966
887,28,391,2453
887,48,0,1
887,49,1,4
887,50,11,22
887,51,14,29
887,52,71,383
887,53,70,323
887,54,127,816
887,55,110,1401
887,56,30,214
887,58,117,355
887,60,321,510
887,61,163,521
887,63,69,218
887,65,12,58
887,66,18,75
887,67,84,435
887,68,96,227
887,70,57,308
887,98,5653,13839
887,99,1520,6350
887,102,9,34
887,103,15,85
887,127,123,436
887,128,195,709
887,129,241,679
887,130,97,595
887,132,136,519
887,133,3,12
887,480,266,644
887,482,105,709
887,483,326,921
887,511,13,29
887,512,15,48
887,514,110,234
887,516,285,710
887,518,381,957
887,519,356,955
887,521,98,294
887,523,16,104
887,526,362,1120
887,527,0,1
887,528,180,1189
887,832,366,1312
887,856,1790,4350
887,857,731,2702
887,859,188,818
887,860,15,61
887,862,66,246
887,863,23,372
887,877,171128,517048
887,879,0,3
887,880,4834,20621
887,882,9448,31452
887,883,1279,5708
887,884,18122,40408
887,885,10423,25625
887,886,1799,4005
887,887,142,289
887,888,1767,4907
887,889,5671,23108
887,890,11436,88760
887,892,439,1446
887,893,0,1
887,894,170,609
887,895,222,955
887,896,270,3220
887,900,53,165
887,901,32,175
887,902,73,168
887,903,2,641
887,906,60,200
887,907,14,73
887,908,18,47
887,909,21,31
887,910,64,132
887,911,168,460
887,913,237,886
887,914,0,6
887,915,0,4
887,916,6,15
887,917,110,240
887,918,70,197
887,919,15,47
887,920,51,135
887,921,153,417
887,922,42,116
887,923,26,71
887,924,2,10
887,926,0,2
887,928,21,72
887,929,145,478
887,930,81,323
887,931,141,411
887,932,176,690
887,934,0,4
887,938,7,64
887,939,4,12
887,940,101,327
887,941,16,67
887,942,488,4217
887,946,0,1
888,8,24,122
888,11,20,120
888,12,26,119
888,13,122,360
888,14,45,96
888,15,96,522
888,19,0,1
888,20,27,121
888,21,43,198
888,22,1,1
888,23,184,841
888,24,11,38
888,25,5,71
888,27,8,109
888,28,28,178
888,49,0,1
888,51,3,5
888,52,6,15
888,53,3,15
888,54,11,47
888,55,8,81
888,56,0,9
888,58,1,12
888,60,6,23
888,61,8,41
888,63,2,16
888,65,1,9
888,66,1,8
888,67,2,12
888,68,3,14
888,70,2,26
888,98,218,695
888,99,76,440
888,102,0,2
888,103,0,13
888,127,4,19
888,128,5,72
888,129,9,33
888,130,9,34
888,132,5,36
888,480,7,30
888,482,4,93
888,483,24,101
888,511,1,1
888,514,1,6
888,516,12,36
888,518,30,70
888,519,13,40
888,521,7,18
888,523,0,5
888,526,22,151
888,528,7,76
888,832,8,77
888,856,90,260
888,857,18,139
888,859,10,90
888,860,0,1
888,862,2,17
888,863,2,27
888,877,6321,25311
888,880,221,1451
888,882,577,2447
888,883,95,759
888,884,655,3370
888,885,701,3025
888,886,408,1388
888,887,855,2146
888,888,1,3
888,889,1,2
888,890,0,2
888,892,18,138
888,894,9,71
888,895,5,42
888,896,5,112
888,900,2,6
888,901,0,23
888,902,3,4
888,903,0,90
888,906,3,19
888,907,0,7
888,908,1,1
888,909,1,3
888,910,4,15
888,911,15,30
888,913,8,48
888,914,0,1
888,916,0,1
888,917,4,32
888,918,2,20
888,919,2,6
888,920,5,13
888,921,7,20
